,Unnamed: 0,neglogprob,sub_id,x0_alpha_neg,x0_alpha_pos,x0_beta,x0_exp,xopt_alpha_neg,xopt_alpha_pos,xopt_beta,xopt_exp,model
0,40,99.74710757584353,200199.0,0.276746046757104,0.6775362177483025,1.144802875046293,0.7269205865988929,0.4172911941348163,1.7750945466235557,0.970346701847712,-1.123786443884316,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
1,22,100.81477101951457,200199.0,0.3248451555177502,0.9605485390207212,1.0959121259481224,0.33826627893991806,0.4466803444091592,1.1890007094842048,0.31221059640400284,-0.34696917767878144,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
2,39,101.46631452658224,200199.0,0.07974787461583266,0.5656735429936024,0.5360118299710009,0.3406853705351235,0.15074294235414745,0.6255815802193245,0.4631471009651771,-0.256557835423191,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
3,28,101.54295032513441,200199.0,0.06325119319698258,0.9459731003999746,0.5412484047729638,0.17136950603825862,0.19766130626466655,0.599931822008296,0.4784128925271733,-0.24214556884980745,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
4,47,102.09177866185759,200199.0,0.7705499497355075,0.69576509601371,1.5592136224581843,0.8932710340106599,0.6634158458218402,1.9270161156471757,0.5864396504859739,-1.188764718957118,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
5,21,102.29453085303857,200199.0,0.07407274978439893,0.1904115070045691,0.7258136929607178,0.07550651888280235,0.09987058097178847,1.4292303431039295,0.4137852908937819,-0.5584002918748843,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
6,49,102.49776416580428,200199.0,0.6498091436573101,0.1909856302230648,1.2748879837930838,0.10897685828332516,0.15745028018636992,0.5043166322187264,0.472225405437428,-0.2603885970910419,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
7,35,102.76644605311267,200199.0,0.1208291235438258,0.19751644551406436,4.4797543581325385,0.19118166203809106,0.1606147557366143,0.43784504987173023,0.4994825542553764,-0.23068615852262775,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
8,6,103.63608760588555,200199.0,0.3054581727414292,0.8729961542195295,3.9565111424875377,0.12811022808098538,0.2966810067877517,2.2456400457680665,0.2825999795840449,-0.385052483656964,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
9,46,103.82783815636854,200199.0,0.09351398688100544,0.35638110258040206,0.330676966320228,0.7845987560409325,0.1056411206025962,0.5228566549804092,0.37128914052340223,-0.17920568564033626,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
10,18,103.95238463786501,200199.0,0.024190069276158962,0.4748893417005709,0.15378341093113754,0.4891516249592088,0.015232277720087619,0.6064830082785675,0.4582134573887987,-0.3663506998526285,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
11,23,104.01687800189869,200199.0,0.4889973954214297,0.4762764044295463,4.866035589110637,0.22615343371508234,0.3042467336602194,1.3082307412763798,0.2353371769479053,-0.22211495717700244,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
12,8,104.08078835375952,200199.0,0.918783489710448,0.9464696457230752,0.17881911129345174,0.9563605277385996,0.7032974680656565,1.3956167232329452e-05,-0.00020929873575523195,1.848250443660934,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
13,36,106.13568242421888,200199.0,0.5537514726403729,0.4966787300640938,2.55409298928212,0.20143302913854252,0.6501714186053497,1.1086951109716392,0.2605847002153339,-0.11377875986389488,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
14,4,106.56986940810312,200199.0,0.4780711152174588,0.08231335773308658,1.1557974671847482,0.5234734141361882,0.07451319174874495,0.2190680832462225,0.6332117105834485,-0.09130805913109444,LearningParams_Fit_alpha_neg-alpha_pos-beta-exp_Fix_
